ano,uf,cargo,instituto,data_fim,data_eleicao,amostra,candidato,pct
2022,CE,GOVERNADOR,6–8 de setembro,2022-09-08,2022-10-02,1200,Elmano (PT),22.0
2022,CE,GOVERNADOR,6–8 de setembro,2022-09-08,2022-10-02,1200,Wagner (UNIÃO),35.0
2022,CE,GOVERNADOR,6–8 de setembro,2022-09-08,2022-10-02,1200,Cláudio (PDT),21.0
2022,CE,GOVERNADOR,6–8 de setembro,2022-09-08,2022-10-02,1200,Malta (PCB),1.0
2022,CE,GOVERNADOR,6–8 de setembro,2022-09-08,2022-10-02,1200,Leal (UP),0.0
2022,CE,GOVERNADOR,6–8 de setembro,2022-09-08,2022-10-02,1200,Batista (PSTU),1.0
2022,CE,GOVERNADOR,6–8 de setembro,2022-09-08,2022-10-02,1200,B/N,9.0
2022,CE,GOVERNADOR,6–8 de setembro,2022-09-08,2022-10-02,1200,Vantagem,13.0
2022,CE,GOVERNADOR,6–8 de setembro,2022-09-08,2022-10-02,1200,__IND__,12.0
2022,CE,GOVERNADOR,6–8 de setembro,2022-09-08,2022-10-02,1200,__BN__,0.0
2022,CE,GOVERNADOR,31 de agosto–4 de setembro,2022-09-04,2022-10-02,1540,Instituto,-4136.0
2022,CE,GOVERNADOR,31 de agosto–4 de setembro,2022-09-04,2022-10-02,1540,Elmano (PT),20.9
2022,CE,GOVERNADOR,31 de agosto–4 de setembro,2022-09-04,2022-10-02,1540,Wagner (UNIÃO),37.5
2022,CE,GOVERNADOR,31 de agosto–4 de setembro,2022-09-04,2022-10-02,1540,Cláudio (PDT),24.3
2022,CE,GOVERNADOR,31 de agosto–4 de setembro,2022-09-04,2022-10-02,1540,Malta (PCB),0.6
2022,CE,GOVERNADOR,31 de agosto–4 de setembro,2022-09-04,2022-10-02,1540,Leal (UP),0.2
2022,CE,GOVERNADOR,31 de agosto–4 de setembro,2022-09-04,2022-10-02,1540,Batista (PSTU),1.5
2022,CE,GOVERNADOR,31 de agosto–4 de setembro,2022-09-04,2022-10-02,1540,B/N,7.9
2022,CE,GOVERNADOR,31 de agosto–4 de setembro,2022-09-04,2022-10-02,1540,Vantagem,13.2
2022,CE,GOVERNADOR,31 de agosto–4 de setembro,2022-09-04,2022-10-02,1540,__IND__,7.1
2022,CE,GOVERNADOR,31 de agosto–4 de setembro,2022-09-04,2022-10-02,1540,__BN__,0.0
2022,CE,GOVERNADOR,29–31 de agosto,2022-08-31,2022-10-02,1200,Instituto,-8708.0
2022,CE,GOVERNADOR,29–31 de agosto,2022-08-31,2022-10-02,1200,Elmano (PT),19.0
2022,CE,GOVERNADOR,29–31 de agosto,2022-08-31,2022-10-02,1200,Wagner (UNIÃO),32.0
2022,CE,GOVERNADOR,29–31 de agosto,2022-08-31,2022-10-02,1200,Cláudio (PDT),28.0
2022,CE,GOVERNADOR,29–31 de agosto,2022-08-31,2022-10-02,1200,Malta (PCB),0.0
2022,CE,GOVERNADOR,29–31 de agosto,2022-08-31,2022-10-02,1200,Leal (UP),0.0
2022,CE,GOVERNADOR,29–31 de agosto,2022-08-31,2022-10-02,1200,Batista (PSTU),1.0
2022,CE,GOVERNADOR,29–31 de agosto,2022-08-31,2022-10-02,1200,B/N,10.0
2022,CE,GOVERNADOR,29–31 de agosto,2022-08-31,2022-10-02,1200,Vantagem,4.0
2022,CE,GOVERNADOR,29–31 de agosto,2022-08-31,2022-10-02,1200,__IND__,10.0
2022,CE,GOVERNADOR,29–31 de agosto,2022-08-31,2022-10-02,1200,__BN__,0.0
2022,CE,GOVERNADOR,23–26 de agosto,2022-08-26,2022-10-02,1600,Instituto,-8066.0
2022,CE,GOVERNADOR,23–26 de agosto,2022-08-26,2022-10-02,1600,Elmano (PT),27.1
2022,CE,GOVERNADOR,23–26 de agosto,2022-08-26,2022-10-02,1600,Wagner (UNIÃO),40.5
2022,CE,GOVERNADOR,23–26 de agosto,2022-08-26,2022-10-02,1600,Cláudio (PDT),18.9
2022,CE,GOVERNADOR,23–26 de agosto,2022-08-26,2022-10-02,1600,Malta (PCB),0.1
2022,CE,GOVERNADOR,23–26 de agosto,2022-08-26,2022-10-02,1600,Leal (UP),0.1
2022,CE,GOVERNADOR,23–26 de agosto,2022-08-26,2022-10-02,1600,Batista (PSTU),0.4
2022,CE,GOVERNADOR,23–26 de agosto,2022-08-26,2022-10-02,1600,B/N,7.4
2022,CE,GOVERNADOR,23–26 de agosto,2022-08-26,2022-10-02,1600,Vantagem,13.4
2022,CE,GOVERNADOR,23–26 de agosto,2022-08-26,2022-10-02,1600,__IND__,5.5
2022,CE,GOVERNADOR,23–26 de agosto,2022-08-26,2022-10-02,1600,__BN__,0.0
2022,CE,GOVERNADOR,24–28 de agosto,2022-08-28,2022-10-02,1601,Instituto,-6454.0
2022,CE,GOVERNADOR,24–28 de agosto,2022-08-28,2022-10-02,1601,Elmano (PT),16.0
2022,CE,GOVERNADOR,24–28 de agosto,2022-08-28,2022-10-02,1601,Wagner (UNIÃO),37.0
2022,CE,GOVERNADOR,24–28 de agosto,2022-08-28,2022-10-02,1601,Cláudio (PDT),26.0
2022,CE,GOVERNADOR,24–28 de agosto,2022-08-28,2022-10-02,1601,Malta (PCB),1.0
2022,CE,GOVERNADOR,24–28 de agosto,2022-08-28,2022-10-02,1601,Leal (UP),0.0
2022,CE,GOVERNADOR,24–28 de agosto,2022-08-28,2022-10-02,1601,Batista (PSTU),1.0
2022,CE,GOVERNADOR,24–28 de agosto,2022-08-28,2022-10-02,1601,B/N,9.0
2022,CE,GOVERNADOR,24–28 de agosto,2022-08-28,2022-10-02,1601,Vantagem,11.0
2022,CE,GOVERNADOR,24–28 de agosto,2022-08-28,2022-10-02,1601,__IND__,8.0
2022,CE,GOVERNADOR,24–28 de agosto,2022-08-28,2022-10-02,1601,__BN__,0.0
2022,CE,GOVERNADOR,20–23 de agosto,2022-08-23,2022-10-02,1000,Instituto,-7968.0
2022,CE,GOVERNADOR,20–23 de agosto,2022-08-23,2022-10-02,1000,Elmano (PT),20.0
2022,CE,GOVERNADOR,20–23 de agosto,2022-08-23,2022-10-02,1000,Wagner (UNIÃO),37.0
2022,CE,GOVERNADOR,20–23 de agosto,2022-08-23,2022-10-02,1000,Cláudio (PDT),25.0
2022,CE,GOVERNADOR,20–23 de agosto,2022-08-23,2022-10-02,1000,Malta (PCB),1.0
2022,CE,GOVERNADOR,20–23 de agosto,2022-08-23,2022-10-02,1000,Leal (UP),0.0
2022,CE,GOVERNADOR,20–23 de agosto,2022-08-23,2022-10-02,1000,Batista (PSTU),1.0
2022,CE,GOVERNADOR,20–23 de agosto,2022-08-23,2022-10-02,1000,B/N,10.0
2022,CE,GOVERNADOR,20–23 de agosto,2022-08-23,2022-10-02,1000,Vantagem,12.0
2022,CE,GOVERNADOR,20–23 de agosto,2022-08-23,2022-10-02,1000,__IND__,7.0
2022,CE,GOVERNADOR,20–23 de agosto,2022-08-23,2022-10-02,1000,__BN__,0.0
2022,CE,GOVERNADOR,19–20 de agosto,2022-08-20,2022-10-02,1000,Instituto,-164.0
2022,CE,GOVERNADOR,19–20 de agosto,2022-08-20,2022-10-02,1000,Elmano (PT),24.0
2022,CE,GOVERNADOR,19–20 de agosto,2022-08-20,2022-10-02,1000,Wagner (UNIÃO),38.0
2022,CE,GOVERNADOR,19–20 de agosto,2022-08-20,2022-10-02,1000,Cláudio (PDT),25.0
2022,CE,GOVERNADOR,19–20 de agosto,2022-08-20,2022-10-02,1000,Malta (PCB),1.0
2022,CE,GOVERNADOR,19–20 de agosto,2022-08-20,2022-10-02,1000,Leal (UP),1.0
2022,CE,GOVERNADOR,19–20 de agosto,2022-08-20,2022-10-02,1000,Batista (PSTU),1.0
2022,CE,GOVERNADOR,19–20 de agosto,2022-08-20,2022-10-02,1000,B/N,7.0
2022,CE,GOVERNADOR,19–20 de agosto,2022-08-20,2022-10-02,1000,Vantagem,13.0
2022,CE,GOVERNADOR,19–20 de agosto,2022-08-20,2022-10-02,1000,__IND__,5.0
2022,CE,GOVERNADOR,19–20 de agosto,2022-08-20,2022-10-02,1000,__BN__,0.0
2022,CE,GOVERNADOR,8–12 de agosto,2022-08-12,2022-10-02,1540,Instituto,-5755.0
2022,CE,GOVERNADOR,8–12 de agosto,2022-08-12,2022-10-02,1540,Elmano (PT),17.7
2022,CE,GOVERNADOR,8–12 de agosto,2022-08-12,2022-10-02,1540,Wagner (UNIÃO),40.1
2022,CE,GOVERNADOR,8–12 de agosto,2022-08-12,2022-10-02,1540,Cláudio (PDT),22.3
2022,CE,GOVERNADOR,8–12 de agosto,2022-08-12,2022-10-02,1540,Malta (PCB),0.5
2022,CE,GOVERNADOR,8–12 de agosto,2022-08-12,2022-10-02,1540,Leal (UP),0.3
2022,CE,GOVERNADOR,8–12 de agosto,2022-08-12,2022-10-02,1540,Batista (PSTU),0.1
2022,CE,GOVERNADOR,8–12 de agosto,2022-08-12,2022-10-02,1540,B/N,10.6
2022,CE,GOVERNADOR,8–12 de agosto,2022-08-12,2022-10-02,1540,Vantagem,17.8
2022,CE,GOVERNADOR,8–12 de agosto,2022-08-12,2022-10-02,1540,__IND__,8.3
2022,CE,GOVERNADOR,8–12 de agosto,2022-08-12,2022-10-02,1540,__BN__,0.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,Magno (PL),29.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,Rose (MDB),35.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,Musso (Republicanos),9.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,Carone (Agir),2.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,Nelson (Avante),2.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,Gilberto (PSOL),1.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,Lugato (DC),1.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,Bungenstab (PRTB),0.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,Skiter (PSTU),1.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,B/N,8.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,Vantagem,6.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,__IND__,13.0
2022,ES,SENADOR,Ipec,2022-09-30,2022-10-02,800,__BN__,0.0
2022,ES,SENADOR,Instituto Veritá,2022-09-29,2022-10-02,1000,Magno (PL),47.3
2022,ES,SENADOR,Instituto Veritá,2022-09-29,2022-10-02,1000,Rose (MDB),30.7
2022,ES,SENADOR,Instituto Veritá,2022-09-29,2022-10-02,1000,Musso (Republicanos),13.1
2022,ES,SENADOR,Instituto Veritá,2022-09-29,2022-10-02,1000,Carone (Agir),1.3
2022,ES,SENADOR,Instituto Veritá,2022-09-29,2022-10-02,1000,Nelson (Avante),0.2
2022,ES,SENADOR,Instituto Veritá,2022-09-29,2022-10-02,1000,Gilberto (PSOL),2.1
2022,ES,SENADOR,Instituto Veritá,2022-09-29,2022-10-02,1000,Lugato (DC),2.6
2022,ES,SENADOR,Instituto Veritá,2022-09-29,2022-10-02,1000,Bungenstab (PRTB),1.4
2022,ES,SENADOR,Instituto Veritá,2022-09-29,2022-10-02,1000,Skiter (PSTU),1.2
2022,ES,SENADOR,Instituto Veritá,2022-09-29,2022-10-02,1000,Vantagem,16.6
2022,ES,SENADOR,Instituto Veritá,2022-09-29,2022-10-02,1000,__IND__,0.0
2022,ES,SENADOR,Instituto Veritá,2022-09-29,2022-10-02,1000,__BN__,0.0
2022,ES,SENADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Magno (PL),32.0
2022,ES,SENADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Rose (MDB),32.0
2022,ES,SENADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Musso (Republicanos),8.0
2022,ES,SENADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Carone (Agir),0.0
2022,ES,SENADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Nelson (Avante),1.0
2022,ES,SENADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Gilberto (PSOL),1.0
2022,ES,SENADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Lugato (DC),1.0
2022,ES,SENADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Bungenstab (PRTB),1.0
2022,ES,SENADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Skiter (PSTU),0.0
2022,ES,SENADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,B/N,11.0
2022,ES,SENADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,__IND__,13.0
2022,ES,SENADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,__BN__,0.0
2022,ES,SENADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Magno (PL),25.24
2022,ES,SENADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Rose (MDB),22.46
2022,ES,SENADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Musso (Republicanos),11.83
2022,ES,SENADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Carone (Agir),0.63
2022,ES,SENADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Nelson (Avante),1.11
2022,ES,SENADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Gilberto (PSOL),0.95
2022,ES,SENADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Skiter (PSTU),0.87
2022,ES,SENADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,B/N,13.57
2022,ES,SENADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Vantagem,2.78
2022,ES,SENADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,__IND__,23.33
2022,ES,SENADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,__BN__,0.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,Magno (PL),27.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,Rose (MDB),31.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,Musso (Republicanos),8.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,Carone (Agir),2.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,Nelson (Avante),1.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,Gilberto (PSOL),1.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,Lugato (DC),2.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,Bungenstab (PRTB),0.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,Skiter (PSTU),1.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,B/N,11.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,Vantagem,4.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,__IND__,16.0
2022,ES,SENADOR,Ipec,2022-09-21,2022-10-02,800,__BN__,0.0
2022,ES,SENADOR,Ipec,2022-09-01,2022-10-02,800,Magno (PL),27.0
2022,ES,SENADOR,Ipec,2022-09-01,2022-10-02,800,Rose (MDB),27.0
2022,ES,SENADOR,Ipec,2022-09-01,2022-10-02,800,Musso (Republicanos),5.0
2022,ES,SENADOR,Ipec,2022-09-01,2022-10-02,800,Carone (Agir),4.0
2022,ES,SENADOR,Ipec,2022-09-01,2022-10-02,800,Nelson (Avante),3.0
2022,ES,SENADOR,Ipec,2022-09-01,2022-10-02,800,Gilberto (PSOL),1.0
2022,ES,SENADOR,Ipec,2022-09-01,2022-10-02,800,Lugato (DC),3.0
2022,ES,SENADOR,Ipec,2022-09-01,2022-10-02,800,Bungenstab (PRTB),1.0
2022,ES,SENADOR,Ipec,2022-09-01,2022-10-02,800,Skiter (PSTU),0.0
2022,ES,SENADOR,Ipec,2022-09-01,2022-10-02,800,B/N,11.0
2022,ES,SENADOR,Ipec,2022-09-01,2022-10-02,800,__IND__,19.0
2022,ES,SENADOR,Ipec,2022-09-01,2022-10-02,800,__BN__,0.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Magno (PL),33.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Rose (MDB),20.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Musso (Republicanos),4.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Carone (Agir),1.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Nelson (Avante),1.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Gilberto (PSOL),2.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Lugato (DC),2.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Bungenstab (PRTB),0.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Skiter (PSTU),1.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,B/N,14.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Vantagem,13.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,__IND__,23.0
2022,ES,SENADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,__BN__,0.0
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Magno (PL),27.7
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Rose (MDB),17.78
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Musso (Republicanos),4.92
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Carone (Agir),1.75
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Nelson (Avante),1.59
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Gilberto (PSOL),1.27
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Lugato (DC),0.0
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Bungenstab (PRTB),0.0
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Skiter (PSTU),1.11
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,B/N,9.37
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Vantagem,9.92
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,__IND__,34.52
2022,ES,SENADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,__BN__,0.0
2022,ES,SENADOR,Ipec,2022-08-16,2022-10-02,608,Magno (PL),29.0
2022,ES,SENADOR,Ipec,2022-08-16,2022-10-02,608,Rose (MDB),22.0
2022,ES,SENADOR,Ipec,2022-08-16,2022-10-02,608,Musso (Republicanos),4.0
2022,ES,SENADOR,Ipec,2022-08-16,2022-10-02,608,Carone (Agir),5.0
2022,ES,SENADOR,Ipec,2022-08-16,2022-10-02,608,Nelson (Avante),1.0
2022,ES,SENADOR,Ipec,2022-08-16,2022-10-02,608,Gilberto (PSOL),2.0
2022,ES,SENADOR,Ipec,2022-08-16,2022-10-02,608,Bungenstab (PRTB),0.0
2022,ES,SENADOR,Ipec,2022-08-16,2022-10-02,608,Skiter (PSTU),1.0
2022,ES,SENADOR,Ipec,2022-08-16,2022-10-02,608,B/N,17.0
2022,ES,SENADOR,Ipec,2022-08-16,2022-10-02,608,Vantagem,7.0
2022,ES,SENADOR,Ipec,2022-08-16,2022-10-02,608,__IND__,18.0
2022,ES,SENADOR,Ipec,2022-08-16,2022-10-02,608,__BN__,0.0
2022,ES,GOVERNADOR,Ipec,2022-09-30,2022-10-02,800,Casagrande (PSB),53.0
2022,ES,GOVERNADOR,Ipec,2022-09-30,2022-10-02,800,Manato (PL),23.0
2022,ES,GOVERNADOR,Ipec,2022-09-30,2022-10-02,800,Audifax (REDE),6.0
2022,ES,GOVERNADOR,Ipec,2022-09-30,2022-10-02,800,Guerino (PSD),6.0
2022,ES,GOVERNADOR,Ipec,2022-09-30,2022-10-02,800,Aridelmo (NOVO),1.0
2022,ES,GOVERNADOR,Ipec,2022-09-30,2022-10-02,800,Vinicius (PSTU),1.0
2022,ES,GOVERNADOR,Ipec,2022-09-30,2022-10-02,800,Claudio (PRTB),1.0
2022,ES,GOVERNADOR,Ipec,2022-09-30,2022-10-02,800,B/N,5.0
2022,ES,GOVERNADOR,Ipec,2022-09-30,2022-10-02,800,Vantagem,30.0
2022,ES,GOVERNADOR,Ipec,2022-09-30,2022-10-02,800,__IND__,5.0
2022,ES,GOVERNADOR,Ipec,2022-09-30,2022-10-02,800,__BN__,0.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Casagrande (PSB),46.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Manato (PL),26.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Audifax (REDE),7.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Guerino (PSD),6.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Aridelmo (NOVO),1.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Vinicius (PSTU),1.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Claudio (PRTB),0.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,B/N,6.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,Vantagem,20.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,__IND__,7.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-09-27,2022-10-02,1000,__BN__,0.0
2022,ES,GOVERNADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Casagrande (PSB),40.48
2022,ES,GOVERNADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Manato (PL),16.67
2022,ES,GOVERNADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Audifax (REDE),7.3
2022,ES,GOVERNADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Guerino (PSD),12.06
2022,ES,GOVERNADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Aridelmo (NOVO),0.87
2022,ES,GOVERNADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Vinicius (PSTU),0.48
2022,ES,GOVERNADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Claudio (PRTB),0.4
2022,ES,GOVERNADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,B/N,7.54
2022,ES,GOVERNADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,Vantagem,23.81
2022,ES,GOVERNADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,__IND__,14.21
2022,ES,GOVERNADOR,Ipopes ES-07659/2022,2022-09-26,2022-10-02,1260,__BN__,0.0
2022,ES,GOVERNADOR,Ipec,2022-09-21,2022-10-02,800,Casagrande (PSB),53.0
2022,ES,GOVERNADOR,Ipec,2022-09-21,2022-10-02,800,Manato (PL),18.0
2022,ES,GOVERNADOR,Ipec,2022-09-21,2022-10-02,800,Audifax (REDE),7.0
2022,ES,GOVERNADOR,Ipec,2022-09-21,2022-10-02,800,Guerino (PSD),7.0
2022,ES,GOVERNADOR,Ipec,2022-09-21,2022-10-02,800,Aridelmo (NOVO),0.0
2022,ES,GOVERNADOR,Ipec,2022-09-21,2022-10-02,800,Vinicius (PSTU),1.0
2022,ES,GOVERNADOR,Ipec,2022-09-21,2022-10-02,800,Claudio (PRTB),0.0
2022,ES,GOVERNADOR,Ipec,2022-09-21,2022-10-02,800,B/N,7.0
2022,ES,GOVERNADOR,Ipec,2022-09-21,2022-10-02,800,Vantagem,35.0
2022,ES,GOVERNADOR,Ipec,2022-09-21,2022-10-02,800,__IND__,8.0
2022,ES,GOVERNADOR,Ipec,2022-09-21,2022-10-02,800,__BN__,0.0
2022,ES,GOVERNADOR,Ipec,2022-09-01,2022-10-02,800,Casagrande (PSB),56.0
2022,ES,GOVERNADOR,Ipec,2022-09-01,2022-10-02,800,Manato (PL),19.0
2022,ES,GOVERNADOR,Ipec,2022-09-01,2022-10-02,800,Audifax (REDE),5.0
2022,ES,GOVERNADOR,Ipec,2022-09-01,2022-10-02,800,Guerino (PSD),5.0
2022,ES,GOVERNADOR,Ipec,2022-09-01,2022-10-02,800,Aridelmo (NOVO),1.0
2022,ES,GOVERNADOR,Ipec,2022-09-01,2022-10-02,800,Vinicius (PSTU),3.0
2022,ES,GOVERNADOR,Ipec,2022-09-01,2022-10-02,800,Claudio (PRTB),1.0
2022,ES,GOVERNADOR,Ipec,2022-09-01,2022-10-02,800,B/N,5.0
2022,ES,GOVERNADOR,Ipec,2022-09-01,2022-10-02,800,Vantagem,37.0
2022,ES,GOVERNADOR,Ipec,2022-09-01,2022-10-02,800,__IND__,6.0
2022,ES,GOVERNADOR,Ipec,2022-09-01,2022-10-02,800,__BN__,0.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Casagrande (PSB),49.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Manato (PL),21.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Audifax (REDE),4.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Guerino (PSD),6.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Aridelmo (NOVO),2.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Vinicius (PSTU),2.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Claudio (PRTB),0.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,B/N,6.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,Vantagem,28.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,__IND__,10.0
2022,ES,GOVERNADOR,Real Time Big Data,2022-08-24,2022-10-02,1500,__BN__,0.0
2022,ES,GOVERNADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Casagrande (PSB),44.6
2022,ES,GOVERNADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Manato (PL),12.16
2022,ES,GOVERNADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Audifax (REDE),7.3
2022,ES,GOVERNADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Guerino (PSD),7.94
2022,ES,GOVERNADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Aridelmo (NOVO),0.48
2022,ES,GOVERNADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Vinicius (PSTU),0.87
2022,ES,GOVERNADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Claudio (PRTB),0.87
2022,ES,GOVERNADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,B/N,6.03
2022,ES,GOVERNADOR,Ipopes ES-02056/2022,2022-08-23,2022-10-02,1260,Vantagem,32.44
